Database Identifier,Database Name,Test Result UID,Sample Name,Sample Type,Receipt Time,Test Time,Post Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content
analytical360,Analytical 360,,G13 #416,Archived,,,2014-12-15,242,,,,,,,,2.94,,,,,0.0,,0.0,,0.56,4.47,,1.89,0.93,,0.0,0.0,,,35.91,35.84,,,,0.09,0.27,0.45,,,0.86,0.92,0.29,
analytical360,Analytical 360,,Cinderella Hash #411,Archived,,,2014-12-15,242,,,,,,,,2.5,,,,,0.0,,0.0,,0.49,0.0,,3.11,0.0,,0.0,4.55,,,35.49,30.12,,,,0.11,0.11,0.37,,,1.67,1.09,0.7,
analytical360,Analytical 360,,Oil #1 (MMJ Depot),Archived,,,2014-12-15,18,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.07,2.0,,,,0.04,,,,,,0.06,0.26,
analytical360,Analytical 360,,Diesel Kush,Archived,,,2014-12-15,132,,,,,,,,2.71,,,,,0.0,,0.0,,0.34,1.26,,1.4,0.0,,0.0,0.0,,,23.63,48.96,,,,0.58,0.1,0.51,,,2.62,2.06,0.58,
analytical360,Analytical 360,,BHO Frankenberry,Archived,,,2014-12-15,81,,,,,,,,0.0,,,,,0.0,,0.88,,1.49,2.82,,1.93,0.59,,0.0,0.0,,,75.25,5.25,,,,0.04,0.18,0.26,,,2.4,,0.2,
analytical360,Analytical 360,,Mama Thai (20 Weeks),Archived,,,2014-12-15,33,,,,,,,,0.57,,,,,0.0,,0.0,,0.0,0.04,,0.22,0.26,,0.0,0.0,,,8.7,0.38,,,,,0.02,0.04,,,0.43,,,
analytical360,Analytical 360,,Three Point OG (Antfarms),Archived,,,2014-12-15,32,,,,,,,,0.93,,,,,0.0,,0.0,,0.77,0.0,,0.84,0.22,,0.0,0.85,,,26.17,0.37,0.06,,,,0.06,0.11,,,0.64,,0.02,
analytical360,Analytical 360,,Scooby Snax (Antfarms),Archived,,,2014-12-15,32,,,,,,,,1.12,,,,,0.0,,0.0,,0.78,0.52,,0.62,0.29,,0.0,0.0,,,21.53,0.42,0.06,,,,0.05,0.04,,,0.41,,0.01,
analytical360,Analytical 360,,Ghost Rider OG (Antfarms),Archived,,,2014-12-15,32,,,,,,,,1.48,,,,,0.0,,0.0,,0.64,0.37,,0.32,0.24,,0.0,0.87,,,26.55,0.8,,,,,0.05,0.19,,,1.44,,0.02,
analytical360,Analytical 360,,98 Purps (Antfarms),Archived,,,2014-12-15,32,,,,,,,,1.06,,,,,0.0,,0.0,,1.03,0.43,,0.86,0.26,,0.0,0.0,,,21.9,0.59,,,,,0.05,0.06,,,0.38,,0.02,
analytical360,Analytical 360,,Vanilla Kush,Archived,,,2014-12-15,59,,,,,,,,0.74,,,,,0.0,,0.0,,0.25,0.21,,0.17,0.48,,0.0,0.0,,,19.67,0.54,,,,,0.04,0.19,,,0.11,,,
analytical360,Analytical 360,,Lemon Dutch Rx,Archived,,,2014-12-15,20,,,,,,,,0.88,,,,,0.0,,0.55,,0.47,0.0,,0.47,0.27,,0.0,0.0,,,26.22,0.44,0.02,,,,0.06,0.15,,,1.14,,0.03,
analytical360,Analytical 360,,Pineapple Xpress Rx,Archived,,,2014-12-15,20,,,,,,,,0.85,,,,,0.0,,0.0,,0.82,0.29,,0.27,0.71,,0.0,0.0,,,19.72,1.58,,,,,0.05,0.16,,,0.28,,0.03,
analytical360,Analytical 360,,Blueberry Logic Rx,Archived,,,2014-12-15,20,,,,,,,,0.99,,,,,0.0,,0.0,,0.63,0.66,,0.27,0.71,,0.0,0.78,,,24.68,1.47,,,,,0.05,0.16,,,1.09,,0.04,
analytical360,Analytical 360,,White Lavender Rx,Archived,,,2014-12-15,20,,,,,,,,1.23,,,,,0.0,,0.0,,1.42,0.0,,0.85,0.21,,0.0,0.0,,,22.99,0.31,,,,,0.05,0.22,,,1.05,,0.02,
analytical360,Analytical 360,,Cadillac Kush Rx,Archived,,,2014-12-15,20,,,,,,,,0.63,,,,,0.0,,0.0,,1.2,0.04,,0.63,0.18,,0.0,1.01,,,25.41,0.41,,,,,0.06,0.14,,,0.43,,0.02,
analytical360,Analytical 360,,Harlequin,Archived,,,2014-12-15,141,,,,,,,,0.46,,,,,0.0,,0.0,,0.0,0.03,,0.06,0.21,,0.0,0.0,,,5.62,0.8,,,,,9.93,0.66,,,0.38,,0.07,
analytical360,Analytical 360,,Cannatonic #1,Archived,,,2014-12-15,141,,,,,,,,0.47,,,,,0.0,,0.0,,0.0,0.26,,0.11,0.2,,0.0,0.0,,,12.93,0.46,,,,,0.03,0.08,,,0.16,,,
analytical360,Analytical 360,,Cannatonic #4,Archived,,,2014-12-15,141,,,,,,,,0.36,,,,,0.0,,0.0,,0.0,0.0,,0.15,0.19,,0.0,0.0,,,6.02,0.22,,,,,7.91,0.2,,,0.18,,0.02,
analytical360,Analytical 360,,Cinex,Archived,,,2014-12-15,229,,,,,,,,0.46,,,,,0.0,,0.0,,0.58,0.19,,0.31,0.0,,0.0,0.0,,,12.58,1.16,,,,,0.03,0.06,,,0.07,0.24,0.03,
analytical360,Analytical 360,,Girl Scout Cookies,Archived,,,2014-12-15,229,,,,,,,,1.47,,,,,0.0,,0.0,,1.4,0.27,,0.92,0.12,,0.0,0.0,,,24.0,0.37,,,,,0.06,0.07,,,0.98,,0.02,
analytical360,Analytical 360,,Tang,Archived,,,2014-12-15,229,,,,,,,,0.73,,,,,0.0,,0.0,,0.8,0.25,,0.56,0.09,,0.0,0.0,,,20.64,0.53,,,,,0.05,0.09,,,0.25,,0.01,
analytical360,Analytical 360,,LA Chocolate,Archived,,,2014-12-15,229,,,,,,,,1.06,,,,,0.0,,0.0,,0.66,0.35,,0.45,0.15,,0.0,0.0,,,19.37,0.4,,,,,0.05,0.1,,,0.34,,,
analytical360,Analytical 360,,The Flo (Fire Fly Farms),Archived,,,2014-12-15,18,,,,,,,,0.83,,,,,0.0,,0.0,,0.91,0.19,,0.53,0.0,,0.0,0.0,,,16.29,0.44,,,,,0.03,0.07,,,0.29,0.25,,
analytical360,Analytical 360,,1411 ACE,Archived,,,2014-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.72,0.71,,,,,0.06,0.17,,,,0.05,,
analytical360,Analytical 360,,1411 Q2,Archived,,,2014-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.93,0.74,,,,0.11,0.11,0.15,,,,0.06,,
analytical360,Analytical 360,,1411 LALA,Archived,,,2014-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.56,1.14,,,,0.66,14.75,0.6,,,,0.14,0.02,
analytical360,Analytical 360,,1411 PK,Archived,,,2014-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.74,0.84,,,,0.1,0.11,0.14,,,,,,
analytical360,Analytical 360,,Blue Blood,Archived,,,2014-12-16,319,,,,,,,,0.92,,,,,0.0,,0.0,,0.43,0.03,,0.3,0.37,,0.0,0.0,,,18.2,0.43,,,,,0.04,0.16,,,0.27,,,
analytical360,Analytical 360,,Purple Dream,Archived,,,2014-12-16,294,,,,,,,,1.04,,,,,0.0,,0.0,,0.88,0.23,,0.41,0.33,,0.0,0.0,,,19.17,0.21,,,,,0.14,0.03,,,1.0,,0.01,
analytical360,Analytical 360,,Blue Dream,Archived,,,2014-12-16,,,,,,,,,1.13,,,,,0.0,,0.0,,0.38,0.98,,0.65,0.44,,0.0,0.0,,,24.08,4.06,,,,,0.07,0.16,,,0.18,,0.05,
analytical360,Analytical 360,,Dutch Treat,Archived,,,2014-12-16,,,,,,,,,1.24,,,,,0.0,,0.83,,0.43,0.0,,0.34,0.51,,0.0,0.0,,,23.38,0.57,,,,,0.06,0.12,,,1.19,,0.03,
analytical360,Analytical 360,,Pineapple Express,Archived,,,2014-12-16,,,,,,,,,1.31,,,,,0.0,,0.0,,0.31,0.21,,0.1,0.71,,0.0,0.0,,,17.91,0.47,,,,,0.04,0.08,,,0.47,,0.01,
analytical360,Analytical 360,,Purple Elephant,Archived,,,2014-12-16,,,,,,,,,0.91,,,,,0.0,,0.0,,0.34,0.16,,0.19,0.94,,0.0,0.0,,,18.8,0.85,,,,,0.05,0.08,,,0.41,,0.02,
analytical360,Analytical 360,,BHO White Widow Nug Run,Archived,,,2014-12-16,,,,,,,,,5.45,,,,,0.0,,0.0,,1.67,0.0,,1.64,1.4,,0.0,0.0,,,83.24,2.66,,,,,0.27,0.36,,,2.01,,0.1,
analytical360,Analytical 360,,BHO Hawaiian Dutch Treat Nug Run,Archived,,,2014-12-16,,,,,,,,,5.33,,,,,0.0,,0.0,,1.61,0.0,,1.23,1.42,,0.0,2.09,,,80.45,3.31,,,,,0.15,0.32,,,1.84,,0.13,
analytical360,Analytical 360,,Full Melt Master Kush,Archived,,,2014-12-16,347,,,,,,,,4.53,,,,,0.0,,0.0,,4.55,0.09,,1.39,0.0,,0.0,2.91,,,64.73,1.7,,,,,0.14,0.21,,,1.53,0.11,0.03,
analytical360,Analytical 360,,R.RR 4015 Z Mr. Nice,Archived,,,2014-12-16,9,,,,,,,,0.0,,,,,0.0,,0.0,,1.41,2.29,,1.61,0.0,,0.0,2.8,,,4.94,62.28,,,,0.8,0.06,0.24,,,0.26,1.71,2.17,
analytical360,Analytical 360,,Blackberry Kush Honeycomb,Archived,,,2014-12-16,67,,,,,,,,2.2,,,,,0.0,,0.0,,0.86,0.87,,1.08,0.0,,0.0,0.0,,,89.94,3.41,,,,,0.19,0.31,,,0.45,0.57,0.08,
analytical360,Analytical 360,,Bubble Hash 70u,Archived,,,2014-12-16,352,,,,,,,,4.56,,,,,0.0,,0.0,,2.69,0.56,,1.36,0.0,,0.0,0.0,,,82.4,0.73,0.24,,,,0.2,0.33,,,2.61,1.18,0.04,
analytical360,Analytical 360,,BHO Lemon Cookies,Archived,,,2014-12-16,380,,,,,,,,4.09,,,,,0.0,,1.31,,1.58,0.57,,2.11,1.11,,0.0,0.0,,,80.44,5.41,,,,0.06,0.19,0.43,,,1.62,,0.1,
analytical360,Analytical 360,,BHO La La Land,Archived,,,2014-12-16,380,,,,,,,,3.49,,,,,0.0,,0.0,,1.21,0.2,,2.32,0.41,,0.0,0.0,,,76.34,5.11,,,,0.06,1.96,0.35,,,0.97,,0.24,
analytical360,Analytical 360,,Blue Dream,Archived,,,2014-12-16,202,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.02,0.04,,0.0,0.0,,,0.13,0.64,,,,0.02,,,,,,,0.02,
analytical360,Analytical 360,,Terpene,Archived,,,2014-12-16,202,,,,,,,,0.49,,,,,0.0,,1.43,,0.98,1.52,,0.33,1.3,,0.0,0.0,,,8.86,12.01,,,,0.09,0.04,0.1,,,0.16,,0.17,
analytical360,Analytical 360,,RSO,Archived,,,2014-12-16,229,,,,,,,,1.43,,,,,0.0,,0.0,,1.11,0.0,,0.41,0.0,,0.0,0.0,,,17.19,17.06,,,,0.12,0.06,0.15,,,1.44,0.9,0.39,
analytical360,Analytical 360,,Grand Daddy’s Attic Bubble Hash,Archived,,,2014-12-16,14,,,,,,,,2.26,,,,,0.0,,0.0,,1.62,0.45,,1.86,0.92,,0.0,0.0,,,42.75,0.88,,,,,20.13,0.31,,,0.63,,0.08,
analytical360,Analytical 360,,Kief,Archived,,,2012-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.58,0.41,,,,0.17,,,,,,,,
analytical360,Analytical 360,,BUDS B-1,Archived,,,2014-12-16,361,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63,0.45,,,,,,0.08,,,,0.08,,
analytical360,Analytical 360,,BUDS B-2,Archived,,,2014-12-16,361,,,,,,,,,,,,,,,,,,,,,,,,,,,18.54,0.59,,,,,0.05,0.07,,,,0.12,,
analytical360,Analytical 360,,BUDS B-2,Archived,,,2014-12-16,361,,,,,,,,,,,,,,,,,,,,,,,,,,,17.15,0.27,,,,,0.05,0.06,,,,0.02,,
analytical360,Analytical 360,,Sour Diesel Bubble Hash,Archived,,,2012-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4,5.37,0.26,,,0.11,,,,,,,,
analytical360,Analytical 360,,New York City Diesel Bubble Hash Rx,Archived,,,2012-12-13,20,,,,,,,,,,,,,,,,,,,,,,,,,,,8.76,38.98,,,,,,,,,,,,
analytical360,Analytical 360,,Game Changer 2 Rx,Archived,,,2012-12-13,20,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24,4.7,,,,0.19,,,,,,,,
analytical360,Analytical 360,,BHO OG Kush Wax,Archived,,,2012-12-13,60,,,,,,,,,,,,,,,,,,,,,,,,,,,35.35,1.89,,,,0.02,0.08,,,,,,,
analytical360,Analytical 360,,BHO Headband Wax,Archived,,,2012-12-13,60,,,,,,,,,,,,,,,,,,,,,,,,,,,38.32,1.11,,,,0.01,,,,,,,,
analytical360,Analytical 360,,BHO Wonder Oil,Archived,,,2012-02-08,43,,,,,,,,,,,,,,,,,,,,,,,,,,,58.23,2.33,,,,0.44,,,,,,,,
analytical360,Analytical 360,,BHO Sour Diesel Wax,Archived,,,2012-12-13,60,,,,,,,,,,,,,,,,,,,,,,,,,,,40.55,2.96,,,,0.06,,,,,,,,
analytical360,Analytical 360,,BUDS B-2,Archived,,,2014-12-16,361,,,,,,,,,,,,,,,,,,,,,,,,,,,16.84,0.47,,,,,0.05,0.12,,,,0.02,,
analytical360,Analytical 360,,Blue Dream,Archived,,,2014-12-17,14,,,,,,,,0.89,,,,,0.0,,0.0,,0.41,0.3,,0.3,0.48,,0.0,0.0,,,23.36,0.52,,,,,0.05,0.19,,,0.15,1.17,,
analytical360,Analytical 360,,Ozma,Archived,,,2014-12-17,14,,,,,,,,0.33,,,,,0.65,,0.0,,0.24,0.25,,0.15,0.46,,0.0,0.0,,,6.07,0.42,,,,,11.69,0.41,,,0.5,,0.05,
analytical360,Analytical 360,,Harlequin,Archived,,,2014-12-17,14,,,,,,,,0.0,,,,,0.0,,0.0,,0.27,0.23,,0.18,0.36,,0.0,0.0,,,4.67,0.29,,,,,9.35,0.27,,,0.57,,0.03,
analytical360,Analytical 360,,Aliens on Moonshine,Archived,,,2014-12-17,14,,,,,,,,0.79,,,,,0.0,,0.0,,0.89,0.0,,0.15,0.22,,0.0,0.0,,,18.53,0.4,,,,,0.05,0.11,,,0.24,,0.03,
analytical360,Analytical 360,,Blue Power,Archived,,,2014-12-17,14,,,,,,,,0.98,,,,,0.0,,0.0,,1.43,0.0,,0.02,0.12,,0.0,0.57,,,21.52,0.32,,,,0.01,0.06,0.2,,,0.09,,,
analytical360,Analytical 360,,Gorilla Glue,Archived,,,2014-12-17,25,,,,,,,,0.0,,,,,0.0,,0.0,,2.39,0.89,,0.52,0.12,,0.0,0.0,,,22.05,0.66,,,,,0.05,0.06,,,0.17,,0.02,
analytical360,Analytical 360,,Kritical Kush,Archived,,,2014-12-17,99,,,,,,,,1.17,,,,,0.78,,0.65,,0.19,0.0,,0.4,0.22,,0.0,0.0,,,22.79,0.94,,,,,0.05,0.12,,,0.58,,0.02,
analytical360,Analytical 360,,Psychotic Krack,Archived,,,2014-12-17,99,,,,,,,,1.14,,,,,0.58,,0.0,,0.23,0.21,,0.32,0.54,,0.0,0.0,,,20.73,0.41,,,,,0.05,0.1,,,0.58,,0.03,
analytical360,Analytical 360,,OG Kush,Archived,,,2014-12-17,27,,,,,,,,1.31,,,,,0.0,,0.0,,1.5,0.06,,0.27,0.11,,0.0,0.84,,,23.15,0.53,,,,,0.06,0.07,,,0.64,,0.01,
analytical360,Analytical 360,,BHO Harley Tsu,Archived,,,2014-12-17,370,,,,,,,,0.0,,,,,3.04,,0.76,,1.19,0.0,,0.58,1.54,,0.0,0.0,,,25.94,1.0,,,,,49.28,1.59,,,1.24,,0.12,
analytical360,Analytical 360,,BHO OG Kush,Archived,,,2014-12-17,31,,,,,,,,2.61,,,,,0.0,,0.0,,0.87,0.4,,1.2,0.0,,0.0,0.0,,,77.41,9.36,,,,0.13,0.24,0.22,,,0.81,0.41,0.23,
analytical360,Analytical 360,,Whoberry Peace Oil,Archived,,,2014-12-17,208,,,,,,,,0.0,,,,,0.0,,0.0,,1.15,0.45,,0.97,0.0,,0.0,0.0,,,,87.54,,,,1.76,,0.25,,,,4.64,1.6,
analytical360,Analytical 360,,BHO Blue Dream,Archived,,,2014-12-17,208,,,,,,,,3.23,,,,,0.0,,0.0,,1.0,0.16,,0.99,0.5,,0.0,0.0,,,78.33,9.11,,,,,0.22,0.47,,,0.44,,0.13,
analytical360,Analytical 360,,BHO Platinum OG,Archived,,,2014-12-17,208,,,,,,,,4.59,,,,,0.0,,0.89,,1.46,1.49,,0.79,0.67,,0.0,0.0,,,74.29,12.89,,,,,0.18,0.43,,,0.96,,0.18,
analytical360,Analytical 360,,BHO Plushberry,Archived,,,2014-12-17,208,,,,,,,,4.32,,,,,0.0,,0.76,,1.05,0.0,,0.88,0.5,,0.0,0.0,,,72.37,13.27,,,,,0.2,0.46,,,0.8,,0.15,
analytical360,Analytical 360,,Big D Test,Archived,,,2014-12-17,,,,,,,,,0.0,,,,,0.0,,0.0,,0.46,0.06,,0.45,0.0,,0.0,0.0,,,,22.28,,,,0.25,,0.07,,,,0.92,0.62,
analytical360,Analytical 360,,SCCO2 S14,Archived,,,2014-12-17,38,,,,,,,,3.42,,,,,0.0,,0.0,,6.74,2.13,,1.78,0.0,,0.0,6.04,,,44.14,7.94,,,,0.12,0.27,0.75,,,1.12,0.43,0.38,
analytical360,Analytical 360,,SCCO2 I14,Archived,,,2014-12-17,38,,,,,,,,5.02,,,,,0.0,,0.0,,1.27,0.0,,0.45,0.0,,0.0,0.0,,,66.08,6.31,,,,0.17,0.2,0.26,,,1.41,0.25,0.23,
analytical360,Analytical 360,,SCCO2 H14,Archived,,,2014-12-17,38,,,,,,,,3.5,,,,,0.0,,0.0,,8.6,1.67,,3.07,0.37,,0.0,5.56,,,43.5,7.69,,,,0.16,0.24,0.73,,,1.11,,0.36,
analytical360,Analytical 360,,RSO CCP #121114133,Archived,,,2014-12-17,5,,,,,,,,0.0,,,,,0.0,,0.0,,1.47,1.14,,0.67,0.0,,0.0,0.0,,,0.48,69.72,,,,0.48,,0.29,,,0.15,2.02,0.88,
analytical360,Analytical 360,,RSO MT,Archived,,,2014-12-17,371,,,,,,,,0.0,,,,,0.0,,0.24,,1.0,0.76,,0.69,0.0,,0.0,0.0,,,9.09,38.23,,,,1.66,0.08,0.28,,,0.5,0.9,2.34,
analytical360,Analytical 360,,Magnum PI,Archived,,,2014-12-17,,,,,,,,,0.0,,,,,0.0,,0.0,,0.56,0.0,,0.77,0.0,,0.0,0.0,,,19.11,0.34,,,,,0.05,0.05,,,0.24,0.23,0.02,
analytical360,Analytical 360,,Grape Romulan,Archived,,,2014-12-17,,,,,,,,,0.0,,,,,0.0,,0.0,,0.52,0.43,,0.82,0.4,,0.0,0.0,,,19.17,0.36,,,,,0.05,0.08,,,0.11,,0.02,
analytical360,Analytical 360,,Bubba Kush,Archived,,,2014-12-17,,,,,,,,,0.0,,,,,0.0,,0.0,,0.8,0.0,,0.78,0.43,,0.0,0.0,,,24.75,0.38,,,,,0.06,0.06,,,0.6,,0.01,
analytical360,Analytical 360,,Girl Scout Cookies,Archived,,,2014-12-17,,,,,,,,,0.0,,,,,0.0,,0.0,,2.07,0.55,,1.58,0.0,,0.0,0.0,,,21.97,0.36,,,,,0.06,0.05,,,0.32,0.36,0.03,
analytical360,Analytical 360,,Ice Cream,Archived,,,2014-12-17,,,,,,,,,0.0,,,,,0.0,,0.0,,0.64,0.0,,0.68,0.26,,0.0,0.0,,,16.44,0.26,,,,,0.04,0.12,,,0.16,,0.02,
analytical360,Analytical 360,,Purple Haze,Archived,,,2014-12-17,,,,,,,,,0.0,,,,,0.0,,0.0,,0.51,0.6,,0.5,0.7,,0.0,0.0,,,21.5,0.45,,,,,0.06,0.15,,,0.14,,0.02,
analytical360,Analytical 360,,Black Lavender,Archived,,,2014-12-17,67,,,,,,,,0.0,,,,,0.0,,0.0,,0.25,0.7,,0.51,0.4,,0.0,0.0,,,12.62,0.64,,,,,0.03,0.05,,,0.41,,0.02,
analytical360,Analytical 360,,Gorilla Glue #4,Archived,,,2014-12-17,67,,,,,,,,0.0,,,,,0.0,,0.0,,2.67,0.81,,1.24,0.35,,0.0,0.0,,,26.54,0.78,,,,,0.06,0.08,,,0.44,,0.02,
analytical360,Analytical 360,,Green Crack,Archived,,,2014-12-17,67,,,,,,,,0.0,,,,,0.0,,0.0,,0.46,0.76,,1.18,0.15,,0.0,0.0,,,21.06,0.62,,,,,0.05,0.07,,,0.38,,0.04,
analytical360,Analytical 360,,Cookies & Cream,Archived,,,2014-12-17,352,,,,,,,,0.0,,,,,0.0,,0.23,,0.39,0.36,,0.78,0.42,,0.0,0.0,,,26.91,0.38,,,,0.01,0.06,0.22,,,0.69,,0.02,
analytical360,Analytical 360,,Pink 2.0,Archived,,,2014-12-17,352,,,,,,,,0.0,,,,,0.0,,0.0,,0.48,0.5,,0.65,0.49,,0.0,0.0,,,18.86,0.35,,,,,0.04,0.11,,,0.43,,0.02,
analytical360,Analytical 360,,Scott’s OG,Archived,,,2014-12-17,352,,,,,,,,0.0,,,,,0.0,,0.0,,1.93,0.82,,0.73,0.18,,0.0,0.0,,,25.18,0.76,,,,,0.06,0.11,,,0.33,,0.03,
analytical360,Analytical 360,,Ox,Archived,,,2014-12-17,352,,,,,,,,0.0,,,,,0.0,,0.0,,0.36,0.0,,0.65,0.07,,0.0,0.0,,,12.77,0.23,,,,,0.03,0.02,,,1.0,,0.01,
analytical360,Analytical 360,,True Blue,Archived,,,2014-12-17,31,,,,,,,,0.0,,,,,0.0,,0.0,,0.37,0.93,,1.65,0.31,,0.0,0.0,,,18.76,1.43,,,,,0.04,0.09,,,1.35,,0.07,
analytical360,Analytical 360,,Lemon Petron (Exotic Genetix),Archived,,,2014-12-17,4,,,,,,,,0.0,,,,,0.0,,0.88,,0.24,0.0,,1.83,0.21,,0.0,0.0,,,23.96,0.67,,,,,0.05,0.13,,,1.42,,0.02,
analytical360,Analytical 360,,SBK (Hesperides),Archived,,,2014-12-18,155,,,,,,,,0.9,,,,,0.65,,0.0,,0.36,0.1,,0.0,0.56,,0.0,0.0,,,25.6,1.12,,,,,0.06,0.11,,,1.98,,,
analytical360,Analytical 360,,Chocolope,Archived,,,2014-12-18,155,,,,,,,,0.68,,,,,0.49,,0.07,,0.17,0.0,,0.39,0.21,,0.0,0.0,,,18.46,0.51,,,,,0.05,0.06,,,0.33,,,
analytical360,Analytical 360,,Tahoe Kush,Archived,,,2014-12-18,3,,,,,,,,0.0,,,,,0.47,,0.21,,0.33,0.45,,0.22,0.34,,0.0,0.0,,,18.27,0.61,,,,,0.06,0.05,,,0.16,,0.01,
analytical360,Analytical 360,,Mastadon Kush,Archived,,,2014-12-18,371,,,,,,,,1.95,,,,,0.0,,0.0,,0.25,0.86,,0.25,0.58,,0.0,0.0,,,27.73,0.81,,,,,0.09,0.08,,,0.23,,,
analytical360,Analytical 360,,BHO Lemon Skunk,Archived,,,2014-12-18,208,,,,,,,,0.0,,,,,0.0,,0.89,,0.76,0.0,,1.14,0.54,,0.0,0.0,,,67.83,13.85,,,,0.06,0.2,0.18,,,3.14,,0.19,
analytical360,Analytical 360,,AK-47,Archived,,,2014-12-18,,,,,,,,,0.93,,,,,0.0,,0.0,,0.38,0.0,,0.5,0.55,,0.0,0.0,,,23.21,0.59,,,,,0.07,0.21,,,0.59,,0.02,
analytical360,Analytical 360,,Velvet,Archived,,,2014-12-18,134,,,,,,,,0.0,,,,,0.0,,0.0,,2.3,0.61,,0.99,0.87,,0.0,0.0,,,25.11,0.26,,,,,0.08,0.13,,,0.47,,0.03,
analytical360,Analytical 360,,BD CD #5,Archived,,,2014-12-18,134,,,,,,,,0.0,,,,,0.0,,0.0,,0.53,1.02,,0.54,0.72,,0.0,0.0,,,25.08,0.48,,,,,0.06,0.05,,,0.21,,0.02,
analytical360,Analytical 360,,DH x CD #1,Archived,,,2014-12-18,134,,,,,,,,0.0,,,,,0.0,,0.0,,0.68,0.56,,0.36,0.9,,0.0,0.0,,,25.6,0.62,,,,,0.07,0.15,,,2.19,,0.03,
analytical360,Analytical 360,,Harlequin,Archived,,,2014-12-18,134,,,,,,,,0.0,,,,,0.0,,0.0,,0.16,0.43,,0.34,0.75,,0.0,0.0,,,7.23,0.03,,,,,12.2,0.22,,,0.25,,0.04,
analytical360,Analytical 360,,Sweet Tahoe OG,Archived,,,2014-12-18,134,,,,,,,,0.0,,,,,0.0,,0.0,,0.71,0.0,,0.0,1.28,,0.0,0.0,,,24.2,0.3,,,,,0.09,0.26,,,0.42,,0.02,
analytical360,Analytical 360,,Critical 47,Archived,,,2014-12-18,134,,,,,,,,0.0,,,,,0.0,,0.0,,0.55,0.95,,0.39,0.74,,0.0,0.0,,,22.85,0.29,,,,,0.08,0.07,,,0.31,,0.03,
analytical360,Analytical 360,,Sweet and Sour Widow,Archived,,,2014-12-18,134,,,,,,,,0.73,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.35,,0.0,0.0,,,6.5,0.19,,,,,11.32,,,,0.29,,0.03,
analytical360,Analytical 360,,Bay 11 #3,Archived,,,2014-12-18,134,,,,,,,,0.0,,,,,0.0,,0.0,,1.04,0.44,,0.98,0.14,,0.0,0.0,,,25.68,0.31,,,,,0.07,0.17,,,0.41,,0.02,
analytical360,Analytical 360,,BD x CD #1,Archived,,,2014-12-18,134,,,,,,,,0.0,,,,,0.0,,0.0,,1.35,0.93,,0.71,0.45,,0.0,0.0,,,22.71,0.29,,,,,0.07,0.09,,,0.23,,0.02,
analytical360,Analytical 360,,Dutch Treat (Stoney),Archived,,,2012-02-15,27,,,,,,,,,,,,,,,,,,,,,,,,,,,15.03,0.51,0.0,,,0.1,0.85,0.0,,,,,,
analytical360,Analytical 360,,GSC Forum Cut,Archived,,,2014-12-18,134,,,,,,,,0.0,,,,,0.0,,0.0,,2.19,0.58,,1.77,0.21,,0.0,0.0,,,28.54,0.62,,,,,0.07,0.07,,,0.65,,0.04,
analytical360,Analytical 360,,Cheese,Archived,,,2014-12-18,134,,,,,,,,0.0,,,,,0.0,,0.0,,0.47,0.76,,0.45,0.72,,0.0,0.0,,,20.85,0.47,,,,,0.06,0.14,,,0.1,,0.02,
analytical360,Analytical 360,,Third Eye Haze,Archived,,,2014-12-18,377,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.38,,0.52,1.02,,0.0,0.0,,,20.38,0.58,,,,,0.04,0.15,,,0.94,,0.03,
analytical360,Analytical 360,,Wish Mountain,Archived,,,2014-12-18,377,,,,,,,,0.0,,,,,0.0,,0.0,,0.22,0.41,,0.87,0.77,,0.0,0.0,,,21.99,1.46,,,,,0.04,0.1,,,0.89,,0.07,
analytical360,Analytical 360,,Crosby,Archived,,,2014-12-18,377,,,,,,,,0.0,,,,,0.0,,0.0,,0.34,0.89,,0.28,0.99,,0.0,0.0,,,25.11,0.9,,,,,0.07,0.13,,,0.36,,0.03,
