Database Identifier,Database Name,Test Result UID,Sample Name,Sample Type,Receipt Time,Test Time,Post Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content
analytical360,Analytical 360,,Orange Blossom Kush,Archived,,,2013-12-12,14,,,,,,,,0.31,,,,,2.36,,0.47,,0.53,0.0,,0.33,0.12,,0.0,0.0,,,14.02,0.62,,,,,0.15,0.18,,,0.14,,0.03,
analytical360,Analytical 360,,Blue Dream,Archived,,,2013-12-12,14,,,,,,,,0.3,,,,,1.99,,0.93,,0.3,0.0,,0.38,0.79,,0.0,0.0,,,13.49,0.39,,,,,0.15,0.18,,,0.08,,,
analytical360,Analytical 360,,Island Maui Haze,Archived,,,2013-12-12,14,,,,,,,,0.4,,,,,3.22,,0.0,,0.22,0.0,,0.01,0.32,,0.0,0.0,,,15.17,0.48,,,,,0.15,0.23,,,0.56,,0.04,
analytical360,Analytical 360,,Dutch Treat,Archived,,,2013-12-12,14,,,,,,,,0.35,,,,,12.79,,0.0,,0.24,0.0,,0.2,0.26,,0.0,0.0,,,16.49,0.64,,,,,0.15,0.23,,,0.85,,0.06,
analytical360,Analytical 360,,Hash Plant,Archived,,,2013-12-12,14,,,,,,,,0.33,,,,,3.43,,0.0,,2.15,0.0,,1.23,0.43,,0.0,0.0,,,9.03,1.31,,,,,0.13,0.16,,,0.12,,0.05,
analytical360,Analytical 360,,God Bud,Archived,,,2013-12-12,117,,,,,,,,0.33,,,,,1.58,,1.04,,0.44,0.0,,0.22,0.28,,0.0,0.0,,,12.42,0.33,,,,,0.15,0.07,,,0.39,,,
analytical360,Analytical 360,,Blueberry,Archived,,,2013-12-12,117,,,,,,,,0.53,,,,,3.23,,0.0,,0.21,0.0,,0.0,0.99,,0.0,0.0,,,12.95,0.39,,,,,0.15,0.28,,,0.47,,0.03,
analytical360,Analytical 360,,Blue Dream,Archived,,,2013-12-12,117,,,,,,,,0.0,,,,,2.26,,0.0,,0.46,0.0,,0.56,0.0,,0.0,0.0,,,14.67,0.62,,,,0.17,0.25,,,,0.19,,0.03,
analytical360,Analytical 360,,Harlequin,Archived,,,2013-12-12,32,,,,,,,,0.1,,,,,3.31,,0.49,,0.0,0.0,,0.13,0.0,,0.0,0.0,,,4.27,0.07,,,,,9.18,1.12,,,0.4,0.1,0.22,
analytical360,Analytical 360,,Kosher Kush,Archived,,,2013-12-12,66,,,,,,,,0.21,,,,,0.0,,0.52,,0.22,0.0,,0.12,0.18,,0.0,0.0,,,9.75,0.4,,,,,0.13,0.16,,,0.9,,0.03,
analytical360,Analytical 360,,Blue Dynamite (CBD),Archived,,,2013-12-12,66,,,,,,,,0.0,,,,,1.55,,0.17,,0.11,0.0,,0.23,0.61,,0.0,0.0,,,2.6,0.06,,,,,9.03,0.47,,,0.43,,0.08,
analytical360,Analytical 360,,Girl Scout Cookie (BLI),Archived,,,2013-12-13,,,,,,,,,0.84,,,,,0.98,,0.0,,1.03,0.46,,1.35,0.16,,0.0,0.0,,,11.38,0.57,,,,,0.17,0.04,,,0.91,,0.1,
analytical360,Analytical 360,,Grape Kush (BLI),Archived,,,2013-12-13,,,,,,,,,0.51,,,,,1.62,,0.0,,0.6,0.41,,0.47,0.89,,0.0,2.86,,,15.21,0.86,,,,,0.18,0.13,,,0.49,,0.11,
analytical360,Analytical 360,,Cinex (BLI),Archived,,,2013-12-13,,,,,,,,,0.32,,,,,2.32,,0.0,,0.41,0.41,,0.32,0.0,,0.0,0.0,,,10.98,0.25,0.07,,,0.01,0.16,0.09,,,0.26,,0.1,
analytical360,Analytical 360,,Ogre Kush (BLI),Archived,,,2013-12-13,,,,,,,,,0.35,,,,,2.57,,0.0,,0.25,0.0,,0.57,1.12,,0.0,0.0,,,13.78,1.42,,,,,0.19,0.12,,,0.24,,0.1,
analytical360,Analytical 360,,Big Wreck (Green Genesis Inc.),Archived,,,2013-12-13,,,,,,,,,0.65,,,,,1.16,,0.0,,0.79,0.39,,0.78,0.0,,0.0,0.0,,,18.37,0.19,,,,,0.18,0.22,,,0.73,,0.09,
analytical360,Analytical 360,,The Toke (Jollies NW),Archived,,,2013-12-13,27,,,,,,,,0.59,,,,,0.98,,0.0,,0.53,0.55,,0.75,1.49,,0.0,0.0,,,14.53,0.39,,,,,0.17,0.11,,,0.21,,0.1,
analytical360,Analytical 360,,Dutch Treat (Northwest Buddha Gardens),Archived,,,2013-12-13,27,,,,,,,,0.57,,,,,4.53,,0.0,,0.08,0.39,,0.43,0.64,,0.0,4.27,,,19.13,0.75,,,,,0.19,0.16,,,1.13,,0.1,
analytical360,Analytical 360,,Thai OG,Archived,,,2013-12-13,25,,,,,,,,0.61,,,,,2.79,,0.0,,1.01,0.51,,0.57,0.83,,0.0,0.0,,,16.47,1.2,,,,,0.17,0.08,,,0.75,,0.1,
analytical360,Analytical 360,,DJ Shorts Blueberry,Archived,,,2013-12-13,25,,,,,,,,0.72,,,,,1.9,,0.0,,0.1,0.53,,0.88,1.14,,0.0,0.0,,,14.32,0.37,,,,,0.22,0.07,,,0.24,,0.09,
analytical360,Analytical 360,,White Kush,Archived,,,2013-12-13,25,,,,,,,,0.94,,,,,4.55,,0.0,,0.13,0.58,,1.42,0.4,,0.0,0.0,,,17.04,0.28,,,,,0.18,0.15,,,0.64,,0.09,
analytical360,Analytical 360,,Grape Ape,Archived,,,2013-12-13,,,,,,,,,0.34,,,,,2.05,,0.0,,0.0,0.0,,0.57,0.85,,0.0,0.0,,,8.87,0.24,,,,,0.15,0.08,,,0.36,,0.09,
analytical360,Analytical 360,,Skunk #1,Archived,,,2013-12-13,,,,,,,,,0.04,,,,,2.57,,0.0,,0.0,0.0,,0.45,0.65,,0.0,0.0,,,7.07,0.09,,,,,0.16,0.05,,,0.27,,0.08,
analytical360,Analytical 360,,BHO N-Tane Purple Urkle Wax,Archived,,,2013-12-13,25,,,,,,,,2.41,,,,,4.21,,0.0,,0.05,0.0,,1.42,1.07,,0.0,0.0,,,51.38,4.9,,,,,0.84,0.28,,,3.13,,0.34,
analytical360,Analytical 360,,BHO SG1213,Archived,,,2013-12-13,,,,,,,,,2.52,,,,,3.53,,0.0,,0.93,1.59,,1.63,0.0,,0.0,0.0,,,51.39,8.23,,,,0.04,0.58,0.42,,,2.07,,0.38,
analytical360,Analytical 360,,BHO Blue Rhino,Archived,,,2013-12-13,101,,,,,,,,0.0,,,,,7.85,,1.61,,0.68,0.0,,2.21,0.0,,0.0,0.0,,,42.37,17.63,,,,0.14,0.49,0.66,,,2.08,,2.49,
analytical360,Analytical 360,,BHO Williams Wonder Wax,Archived,,,2013-12-13,7,,,,,,,,0.0,,,,,8.95,,0.0,,0.0,0.0,,1.52,0.91,,0.0,0.0,,,56.05,3.47,,,,,0.47,0.58,,,0.89,,0.2,
analytical360,Analytical 360,,BHO Burmese Kush (Gold Star Concentrates),Archived,,,2013-12-13,,,,,,,,,0.85,,,,,0.0,,0.0,,0.57,2.55,,0.9,0.0,,0.0,0.0,,,0.34,64.9,,,,1.22,,0.65,,,,,3.29,
analytical360,Analytical 360,,BHO Dutch Haze D/6/B,Archived,,,2013-12-14,114,,,,,,,,0.0,,,,,11.3,,0.0,,0.0,0.0,,0.73,0.0,,0.0,0.0,,,46.72,5.4,,,,,0.48,0.82,,,3.47,,0.47,
analytical360,Analytical 360,,MS3344C2,Archived,,,2013-12-14,94,,,,,,,,1.36,,,,,12.99,,1.24,,9.46,0.0,,5.57,1.64,,0.0,5.49,,,21.91,5.94,,,,0.37,0.57,0.93,,,0.69,,0.55,
analytical360,Analytical 360,,MS3345C1,Archived,,,2013-12-14,94,,,,,,,,1.18,,,,,8.94,,0.73,,2.59,0.0,,2.94,0.8,,0.0,6.85,,,23.65,15.37,,,,0.44,0.52,0.62,,,0.37,,0.96,
analytical360,Analytical 360,,RSO CBD,Archived,,,2013-12-14,31,,,,,,,,0.0,,,,,0.0,,0.0,,0.46,2.45,,1.35,0.0,,0.0,0.0,,,1.5,69.29,,,,0.36,,10.49,,,,,3.31,
analytical360,Analytical 360,,BHO Kannibal Wax,Archived,,,2013-12-14,41,,,,,,,,1.79,,,,,13.1,,0.0,,1.58,0.0,,1.09,1.99,,0.0,0.0,,,57.27,1.87,,,,,0.48,,,,1.44,1.43,0.15,
analytical360,Analytical 360,,Medicine Man / White Rhino (Sara Leef Farms),Archived,,,2013-12-14,,,,,,,,,0.84,,,,,3.68,,0.0,,0.11,0.42,,0.84,0.91,,0.0,0.0,,,14.08,1.93,,,,0.01,0.17,0.14,,,0.4,,0.14,
analytical360,Analytical 360,,Sour Grape,Archived,,,2013-12-14,,,,,,,,,0.27,,,,,1.87,,0.01,,0.21,0.4,,0.19,0.77,,0.0,0.0,,,13.56,0.25,,,,,0.17,0.03,,,0.26,,0.09,
analytical360,Analytical 360,,Afgan Skunk,Archived,,,2013-12-14,,,,,,,,,0.35,,,,,1.83,,0.0,,0.09,0.64,,0.3,0.6,,0.0,0.0,,,13.45,0.34,,,,,0.17,,,,0.56,,0.09,
analytical360,Analytical 360,,Green Crack (Nebula Collective),Archived,,,2013-12-14,,,,,,,,,0.57,,,,,2.68,,0.0,,0.19,0.53,,0.41,0.59,,0.0,0.0,,,13.72,0.81,,,,,0.16,0.11,,,1.19,,0.11,
analytical360,Analytical 360,,#6 (Terrel),Archived,,,2013-12-14,15,,,,,,,,0.57,,,,,3.14,,0.0,,0.14,0.73,,0.62,1.98,,0.0,0.0,,,13.44,2.0,,,,0.02,0.16,0.14,,,0.5,,0.11,
analytical360,Analytical 360,,"F.A.S. ""K.M.""",Archived,,,2013-12-14,15,,,,,,,,0.36,,,,,3.31,,0.0,,0.21,0.63,,0.57,0.29,,0.0,2.68,,,12.17,0.85,,,,,0.18,0.1,,,0.31,,0.1,
analytical360,Analytical 360,,Skywalker OG,Archived,,,2013-12-14,15,,,,,,,,0.53,,,,,1.59,,0.09,,0.12,0.51,,0.36,1.37,,0.0,0.0,,,12.03,0.15,,,,,0.16,0.02,,,1.49,,0.1,
analytical360,Analytical 360,,Alien Dog,Archived,,,2013-12-14,15,,,,,,,,1.17,,,,,2.16,,0.03,,2.99,0.78,,0.76,0.59,,0.0,0.0,,,15.76,0.33,,,,,0.17,0.11,,,0.56,,0.09,
analytical360,Analytical 360,,Orange Crush,Archived,,,2013-12-14,15,,,,,,,,0.68,,,,,3.13,,0.0,,0.59,0.56,,0.66,0.38,,0.0,3.58,,,16.28,0.35,,,,,0.18,0.15,,,0.3,,0.09,
analytical360,Analytical 360,,Qrazy Train #3,Archived,,,2013-12-14,15,,,,,,,,0.52,,,,,1.72,,0.06,,0.55,0.72,,0.74,0.2,,0.0,0.0,,,10.99,0.28,,,,,0.17,0.05,,,0.36,0.29,0.11,
analytical360,Analytical 360,,Tahoe OG,Archived,,,2013-12-14,15,,,,,,,,0.76,,,,,2.21,,0.04,,1.75,0.54,,0.72,0.14,,0.0,0.0,,,12.74,0.58,,,,,0.16,0.06,,,0.42,,0.08,
analytical360,Analytical 360,,Alice in Wonderland,Archived,,,2013-12-14,150,,,,,,,,0.48,,,,,2.11,,0.01,,0.0,0.4,,0.09,0.84,,0.0,0.26,,,11.73,0.31,,,,,0.16,0.08,,,1.22,,0.09,
analytical360,Analytical 360,,Blue Cheese (Bureky Collective Garden),Archived,,,2013-12-14,13,,,,,,,,0.35,,,,,0.0,,0.0,,0.14,0.54,,0.34,0.0,,0.0,2.97,,,8.37,0.34,,,,,0.15,0.04,,,0.61,0.24,0.09,
analytical360,Analytical 360,,Whitkar Blue,Archived,,,2013-12-14,40,,,,,,,,0.62,,,,,4.05,,0.0,,0.21,0.55,,0.26,1.51,,0.0,0.0,,,14.53,0.32,,,,,0.17,0.13,,,0.58,,0.09,
analytical360,Analytical 360,,Alice in Wonderland,Archived,,,2013-12-14,40,,,,,,,,0.5,,,,,2.08,,0.0,,0.0,0.49,,0.12,0.94,,0.0,0.0,,,13.14,0.33,,,,,0.17,0.1,,,1.47,,0.09,
analytical360,Analytical 360,,White Widow,Archived,,,2013-12-14,31,,,,,,,,0.18,,,,,0.0,,0.0,,0.5,0.0,,0.16,0.42,,0.0,0.0,,,10.33,0.08,,,,,0.13,,,,0.33,,,
analytical360,Analytical 360,,MK Ultra,Archived,,,2013-12-14,31,,,,,,,,0.69,,,,,1.59,,0.0,,0.11,0.0,,0.08,0.21,,0.0,0.0,,,13.83,1.42,,,,,0.13,,,,3.02,,0.05,
analytical360,Analytical 360,,Blue Cheese,Archived,,,2013-12-14,31,,,,,,,,0.0,,,,,2.06,,0.21,,0.33,0.0,,0.0,1.14,,0.0,0.0,,,10.15,0.83,,,,,0.13,,,,0.52,,0.07,
analytical360,Analytical 360,,Critical Kush (City of Dreams),Archived,,,2013-12-14,3,,,,,,,,0.0,,,,,1.47,,0.57,,0.41,0.0,,0.19,0.39,,0.0,0.0,,,10.32,0.33,,,,,0.12,,,,0.52,,0.03,
analytical360,Analytical 360,,Skywalker OG,Archived,,,2013-12-14,41,,,,,,,,0.0,,,,,8.91,,0.34,,0.24,0.0,,1.09,0.41,,0.0,0.0,,,14.38,0.5,,,,,0.15,,,,0.17,,0.07,
analytical360,Analytical 360,,Cheese Quake,Archived,,,2013-12-14,3,,,,,,,,0.0,,,,,4.05,,0.0,,0.16,0.0,,0.87,0.11,,0.0,0.0,,,14.8,0.05,,,,,0.15,0.14,,,0.73,,0.06,
analytical360,Analytical 360,,ST Caviar,Archived,,,2013-12-14,21,,,,,,,,0.0,,,,,3.28,,1.23,,0.18,0.0,,0.7,0.13,,0.0,0.0,,,10.34,2.48,,,,,0.13,0.09,,,0.14,,0.24,
analytical360,Analytical 360,,Skywalker OG,Archived,,,2013-12-14,21,,,,,,,,0.0,,,,,0.0,,0.29,,0.22,0.0,,0.06,0.87,,0.0,0.0,,,7.66,0.39,,,,,0.12,,,,0.99,,0.04,
analytical360,Analytical 360,,Black Warp (Lady Warped),Archived,,,2013-12-14,62,,,,,,,,0.0,,,,,2.05,,0.43,,0.0,0.0,,0.0,0.55,,0.0,0.0,,,9.58,0.98,,,,,0.13,0.06,,,0.42,,0.05,
analytical360,Analytical 360,,Amnesia (Lady Warped),Archived,,,2013-12-14,62,,,,,,,,0.0,,,,,2.71,,0.39,,0.0,0.0,,0.0,0.49,,0.0,0.0,,,10.09,0.87,,,,,0.14,0.07,,,0.52,,0.05,
analytical360,Analytical 360,,Lemon Skunk,Archived,,,2013-12-14,62,,,,,,,,0.0,,,,,3.53,,0.39,,0.43,0.0,,0.51,0.24,,0.0,0.0,,,16.41,0.07,,,,,0.15,0.13,,,1.55,,0.04,
analytical360,Analytical 360,,Platnium Girl Scout Cookie,Archived,,,2013-12-14,,,,,,,,,0.0,,,,,3.62,,0.37,,0.38,0.0,,0.07,0.94,,0.0,0.0,,,13.06,0.06,,,,,0.16,0.11,,,0.79,,0.03,
analytical360,Analytical 360,,Bubba Kush,Archived,,,2012-07-22,23,,,,,,,,,,,,,,,,,,,,,,,,,,,11.55,0.2,0.04,,,0.04,,,,,,,,
analytical360,Analytical 360,,OG Kush,Archived,,,2012-07-22,23,,,,,,,,,,,,,,,,,,,,,,,,,,,11.01,0.37,0.23,,,0.03,,,,,,,,
analytical360,Analytical 360,,Naturally Green Hog,Archived,,,2012-07-22,93,,,,,,,,,,,,,,,,,,,,,,,,,,,15.23,0.92,,,,0.08,0.08,,,,,,,
analytical360,Analytical 360,,LV Purple Rx,Archived,,,2012-07-22,20,,,,,,,,,,,,,,,,,,,,,,,,,,,14.98,0.4,,,,0.11,0.06,,,,,,,
analytical360,Analytical 360,,G-13,Archived,,,2012-07-22,66,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1,0.36,0.17,,,0.05,0.03,,,,,,,
analytical360,Analytical 360,,Super Diesel,Archived,,,2012-07-22,66,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,0.79,,,,0.12,0.06,,,,,,,
analytical360,Analytical 360,,D191A LA 121/1/13,Archived,,,2013-12-15,114,,,,,,,,0.0,,,,,6.86,,0.0,,0.76,0.0,,0.0,0.11,,0.0,0.0,,,47.11,5.06,,,,0.07,0.56,0.34,,,2.0,,0.4,
analytical360,Analytical 360,,D151A Dutch Haze 121/1,Archived,,,2013-12-15,114,,,,,,,,0.0,,,,,8.55,,0.0,,0.23,0.0,,0.36,0.19,,0.0,0.0,,,51.53,3.38,,,,0.06,0.6,0.36,,,0.68,,0.37,
analytical360,Analytical 360,,CO2 #1,Archived,,,2013-12-15,129,,,,,,,,0.0,,,,,3.08,,0.0,,4.39,1.91,,3.31,0.08,,0.0,0.0,,,18.51,48.34,0.23,,,0.21,0.48,0.49,,,0.94,,0.93,
analytical360,Analytical 360,,CO2 #2,Archived,,,2013-12-15,129,,,,,,,,0.11,,,,,3.57,,0.0,,3.34,1.97,,6.75,0.0,,0.0,0.0,,,9.67,29.76,0.31,,,0.45,0.52,0.7,,,,,0.99,
analytical360,Analytical 360,,BHO Cynex,Archived,,,2013-12-15,,,,,,,,,2.66,,,,,12.07,,0.0,,0.05,0.0,,1.74,0.0,,0.0,0.0,,,52.3,2.02,,,,0.01,0.59,0.41,,,2.59,0.32,0.4,
analytical360,Analytical 360,,BHO Boggle Gum,Archived,,,2013-12-15,67,,,,,,,,2.21,,,,,5.45,,0.0,,1.87,1.41,,2.92,0.0,,0.0,0.0,,,60.89,0.9,,,,0.03,0.58,0.58,,,1.07,,0.34,
analytical360,Analytical 360,,BHO Blue Dream,Archived,,,2013-12-15,66,,,,,,,,1.7,,,,,8.34,,0.38,,0.66,1.88,,2.36,0.0,,0.0,0.0,,,44.77,7.24,,,,0.15,0.53,0.35,,,1.08,0.54,0.44,
analytical360,Analytical 360,,BHO Girl Scout Cookies,Archived,,,2013-12-15,59,,,,,,,,1.8,,,,,3.96,,0.0,,0.15,0.0,,1.41,0.0,,0.0,0.0,,,47.84,5.22,0.25,,,,0.57,0.25,,,4.03,0.79,0.48,
analytical360,Analytical 360,,BHO Trainwreck,Archived,,,2013-12-15,17,,,,,,,,2.98,,,,,7.37,,0.0,,0.27,2.0,,4.12,2.58,,0.0,0.0,,,53.06,3.93,,,,0.04,0.54,0.57,,,0.87,,0.33,
analytical360,Analytical 360,,MS3345C2,Archived,,,2013-12-15,94,,,,,,,,1.45,,,,,19.94,,1.05,,2.14,1.9,,4.9,2.85,,0.0,0.0,,,32.82,1.78,,,,0.03,0.68,0.59,,,1.37,,0.33,
analytical360,Analytical 360,,MS3346C1,Archived,,,2013-12-15,94,,,,,,,,1.4,,,,,16.22,,1.47,,5.12,0.0,,4.32,1.41,,0.0,7.2,,,29.69,3.82,,,,0.18,0.58,0.9,,,0.86,,0.31,
analytical360,Analytical 360,,RW3318C1 RedC 142.7/2,Archived,,,2013-12-15,94,,,,,,,,1.25,,,,,0.0,,0.0,,0.0,0.0,,0.46,0.0,,0.0,6.84,,,6.24,50.66,,,,0.94,0.39,0.54,,,0.68,1.12,1.46,
analytical360,Analytical 360,,MS331C2 RedC 172/2,Archived,,,2013-12-15,94,,,,,,,,0.0,,,,,0.0,,0.0,,1.01,0.0,,2.49,0.0,,0.0,5.67,,,8.65,37.82,,,,0.2,0.46,1.4,,,1.15,1.06,1.54,
analytical360,Analytical 360,,MS3336C1 RedC 161.8/2,Archived,,,2013-12-15,94,,,,,,,,0.0,,,,,0.0,,0.0,,0.74,0.0,,1.77,0.0,,0.0,5.48,,,8.06,42.07,,,,0.23,0.44,1.27,,,0.99,0.95,1.49,
analytical360,Analytical 360,,MS3316C2 RedC 148.9/2,Archived,,,2013-12-15,94,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.62,0.0,,0.0,0.0,,,7.56,46.03,,,,0.63,0.39,0.52,,,0.49,,1.24,
analytical360,Analytical 360,,MS3346C2,Archived,,,2013-12-15,94,,,,,,,,1.05,,,,,5.06,,0.0,,0.74,0.0,,2.55,0.73,,0.0,0.0,,,30.04,16.2,,,,0.47,0.51,1.07,,,0.75,,1.24,
analytical360,Analytical 360,,BHO Blueberry (Soil Grown),Archived,,,2013-12-15,27,,,,,,,,2.67,,,,,17.78,,0.02,,0.44,0.0,,0.0,0.46,,0.0,5.9,,,44.74,5.23,,,,,0.49,0.45,,,3.94,1.04,0.51,
analytical360,Analytical 360,,Dama Oil 13121101,Archived,,,2013-12-15,19,,,,,,,,0.93,,,,,0.0,,0.0,,0.0,0.0,,0.51,0.35,,0.0,5.81,,,0.17,45.84,,,,4.9,,0.17,,,,1.95,2.02,
analytical360,Analytical 360,,Dama Oil 13120802,Archived,,,2013-12-15,19,,,,,,,,0.41,,,,,0.0,,0.0,,0.78,2.49,,1.02,0.31,,0.0,0.0,,,0.15,62.68,,,,1.26,,0.07,,,,2.26,2.9,
analytical360,Analytical 360,,Dama Oil 13112701V,Archived,,,2013-12-15,19,,,,,,,,0.34,,,,,0.0,,0.0,,0.0,0.0,,0.48,0.18,,0.0,0.0,,,0.11,43.88,,,,1.35,,,,,,1.13,2.33,
analytical360,Analytical 360,,Dama Oil 13112802V,Archived,,,2013-12-15,19,,,,,,,,2.8,,,,,0.0,,0.0,,0.0,2.64,,0.0,0.32,,0.0,0.0,,,0.09,45.04,,,,3.07,,0.11,,,,1.28,1.94,
analytical360,Analytical 360,,Dama Oil 13121201,Archived,,,2013-12-15,19,,,,,,,,0.0,,,,,0.0,,0.0,,1.76,2.51,,2.06,0.0,,0.0,0.0,,,0.21,75.71,,,,0.35,,0.31,,,,3.59,4.25,
analytical360,Analytical 360,,BHO Jamaican Dream Vortex AKA Bermuda Triangle (Fox Hollow Farms),Archived,,,2013-12-15,,,,,,,,,1.55,,,,,6.23,,1.75,,3.05,0.0,,2.98,4.87,,0.0,0.0,,,51.45,1.41,,,,,0.45,,,,2.23,,0.12,
analytical360,Analytical 360,,BHO Mr. Clean (Sky High Concentrates),Archived,,,2013-12-15,18,,,,,,,,1.17,,,,,7.25,,0.0,,0.0,0.0,,0.89,0.17,,0.0,6.97,,,31.89,25.77,,,,0.29,0.46,0.51,,,1.13,0.71,3.65,
analytical360,Analytical 360,,BHO Chernobyl Wreck (Richmond Beach Cannabis Collective),Archived,,,2013-12-15,18,,,,,,,,0.88,,,,,15.74,,0.0,,0.95,0.0,,0.88,0.0,,0.0,0.0,,,51.37,3.21,,,,,0.46,0.84,,,1.89,0.34,0.49,
analytical360,Analytical 360,,Girl Scout Cookies,Archived,,,2013-12-15,21,,,,,,,,0.42,,,,,2.82,,0.06,,0.17,0.0,,0.17,1.17,,0.0,0.0,,,11.45,2.6,,,,,0.13,0.15,,,0.14,,0.14,
analytical360,Analytical 360,,Flower #1,Archived,,,2013-12-15,,,,,,,,,0.45,,,,,3.03,,0.0,,0.0,0.52,,0.99,0.99,,0.0,0.0,,,12.64,0.26,,,,,0.16,0.04,,,0.39,,0.09,
analytical360,Analytical 360,,Cotton x Vortex #2 Lot H1-004,Archived,,,2013-12-15,155,,,,,,,,0.67,,,,,2.85,,0.0,,0.41,0.0,,1.39,0.14,,0.0,0.0,,,13.38,0.37,,,,,0.16,0.27,,,0.7,,0.1,
analytical360,Analytical 360,,SS/WW/Vortex A Lot H1-004,Archived,,,2013-12-15,155,,,,,,,,0.58,,,,,0.85,,0.0,,0.51,0.39,,1.4,0.0,,0.0,2.78,,,12.42,0.81,,,,,0.16,0.16,,,1.13,,0.09,
analytical360,Analytical 360,,SS/WWVortex B Lot H1-004,Archived,,,2013-12-15,155,,,,,,,,0.61,,,,,0.97,,0.0,,0.38,0.44,,0.8,0.2,,0.0,2.69,,,12.95,0.47,,,,,0.16,0.15,,,1.1,,0.1,
analytical360,Analytical 360,,SS/WW/Vortex 1 Lot H1-004,Archived,,,2013-12-15,155,,,,,,,,0.57,,,,,0.77,,0.0,,0.2,0.0,,0.49,0.16,,0.0,4.14,,,16.38,0.61,,,,,0.17,0.18,,,1.17,,0.09,
analytical360,Analytical 360,,Zion Lot H3-022,Archived,,,2013-12-15,155,,,,,,,,0.29,,,,,1.31,,0.0,,0.03,0.0,,0.12,0.57,,0.0,0.0,,,10.91,0.15,,,,,0.16,0.12,,,0.49,,0.09,
analytical360,Analytical 360,,Woody Kush Lot H3-022,Archived,,,2013-12-15,155,,,,,,,,0.86,,,,,1.06,,0.0,,0.75,0.0,,0.94,1.3,,0.0,0.0,,,17.03,0.55,,,,,0.18,0.17,,,0.45,,0.1,
analytical360,Analytical 360,,Max's Blueberry,Archived,,,2013-12-15,129,,,,,,,,0.46,,,,,1.75,,0.0,,0.32,0.62,,1.06,0.79,,0.0,0.0,,,16.53,0.29,,,,,0.18,0.15,,,0.25,,0.08,
analytical360,Analytical 360,,Max's AK-47,Archived,,,2013-12-15,129,,,,,,,,0.47,,,,,1.96,,0.0,,0.16,0.47,,0.95,0.87,,0.0,0.0,,,17.34,0.36,,,,,0.18,0.15,,,0.3,,0.08,
analytical360,Analytical 360,,Purple Dog Shit (WOW),Archived,,,2013-12-15,,,,,,,,,0.63,,,,,0.76,,0.0,,0.05,0.61,,0.64,1.5,,0.0,0.0,,,14.72,0.54,,,,,0.17,0.07,,,0.31,,0.1,
analytical360,Analytical 360,,Dion Warwick (Starfire),Archived,,,2013-12-15,,,,,,,,,0.59,,,,,0.8,,0.0,,0.05,0.61,,0.42,1.39,,0.0,0.0,,,13.91,0.41,,,,,0.17,0.06,,,0.3,,0.09,
analytical360,Analytical 360,,Blackberry Kush (Sky High),Archived,,,2013-12-15,,,,,,,,,0.5,,,,,1.97,,0.0,,0.1,0.0,,0.37,0.42,,0.0,0.0,,,11.65,0.26,,,,,0.16,0.07,,,0.32,,0.08,
analytical360,Analytical 360,,Cloud 9,Archived,,,2013-12-16,,,,,,,,,0.24,,,,,1.33,,0.0,,0.27,0.0,,1.17,1.31,,0.0,0.0,,,13.82,1.72,,,,,0.15,0.09,,,0.66,,0.08,
analytical360,Analytical 360,,I-5 Purple Kush,Archived,,,2013-12-16,,,,,,,,,0.32,,,,,2.08,,0.49,,0.21,0.0,,0.08,0.31,,0.0,0.0,,,11.8,0.41,,,,,0.14,0.09,,,,,,
analytical360,Analytical 360,,Pineapple Express,Archived,,,2013-12-16,,,,,,,,,0.19,,,,,0.0,,0.0,,0.14,0.0,,0.85,1.39,,0.0,0.0,,,12.25,1.49,,,,,0.14,,,,0.51,,0.07,
analytical360,Analytical 360,,Royal Chem,Archived,,,2013-12-16,32,,,,,,,,0.54,,,,,0.0,,0.26,,1.47,0.0,,0.22,0.74,,0.0,0.0,,,13.78,0.98,,,,,0.14,0.09,,,0.25,,0.06,
analytical360,Analytical 360,,Lemon Diesel,Archived,,,2013-12-16,47,,,,,,,,0.34,,,,,4.81,,0.0,,0.0,0.0,,0.73,1.12,,0.0,0.0,,,13.53,1.14,,,,,0.14,0.1,,,0.2,,0.11,
analytical360,Analytical 360,,Girl Scout Cookies (Organic Mechanic),Archived,,,2013-12-16,,,,,,,,,0.14,,,,,8.18,,0.0,,0.32,0.0,,0.46,0.08,,0.0,0.0,,,10.82,0.32,,,,,0.13,0.05,,,0.4,0.05,0.04,
